callsign,actype,adep,ades,eobt,rfl,gs,dep_rwy,arr_rwy,sid,star,approach,route
TLM725,B738,VTSS,VTBD,2025-12-23 15:15,360,470,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
ABL728,A21N,VTBS,RKSI,2025-12-23 15:20,330,470,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
AIC2303,A20N,VTBS,VIDP,2025-12-23 15:20,360,450,RW02R,,TARE1H,,,TARED P646 BETNO
AIQ4420,A320,VTSP,VTBS,2025-12-23 15:20,350,470,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
AWQ253,A320,VTBD,WIII,2025-12-23 15:20,310,475,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
HVN616,A321,VTBS,VVNB,2025-12-23 15:20,350,480,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP R474 VTN
MMA373,A319,VTBS,VYYY,2025-12-23 15:20,320,480,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
THA661,A359,RJTT,VTBS,2025-12-23 15:20,430,455,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TVJ316,A320,VTBS,VTSP,2025-12-23 15:20,320,475,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
ANA850,B789,VTBS,RJTT,2025-12-23 15:25,370,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
BAW16,B77W,WSSS,EGLL,2025-12-23 15:25,300,520,,,,,,PASVA Y24 IKOGA M626 EKAVO
ESR512,B38M,VTBS,RKSI,2025-12-23 15:25,330,470,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
SIA322,B38M,WSSS,EGLL,2025-12-23 15:25,340,500,,,,,,PASVA Y24 IKOGA M626 EKAVO
THY173,A333,VTSP,LTFM,2025-12-23 15:25,340,485,RW09,,SATV1A,,,SATVA L759 TAVUN
AIQ3373,A320,VTUU,VTBD,2025-12-23 15:30,320,425,RW05,RW21R,ASAB1B,ENDU3A,R21R,Y20 UBLOD DCT ENDUU
AXM893,A20N,VTBD,WMKK,2025-12-23 15:30,370,445,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
AXM897,A320,VTBD,WMKK,2025-12-23 15:30,390,440,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
BKP264,A319,VTSG,VTBS,2025-12-23 15:30,370,440,RW14,RW01,OSPE1G,LEBI1D,R01,OSPEX Y99 NONEL Y98 LEBIM
JYH1265,B38M,ZGGG,VTBS,2025-12-23 15:30,300,460,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
KMI201,B734,VTBS,ZGSZ,2025-12-23 15:30,370,475,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
NOK141,B738,VTCC,VTBD,2025-12-23 15:30,330,460,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
RJA183,B789,VTBS,OJAI,2025-12-23 15:30,360,490,RW02R,,PAST1H,,,PASTO L301 TANEK
THA640,A320,VTBS,RJAA,2025-12-23 15:30,370,515,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THY6212,B77L,LTFM,VVTS,2025-12-23 15:30,350,495,,,,,,LUDVI L507 BKK R468 BOKAK
CCA798,B38M,VTSP,ZBAA,2025-12-23 15:35,370,455,RW09,,EMRI1A,,,EMRIT Y99 BKK R474 VTN
QFA1,A333,WSSS,EGLL,2025-12-23 15:35,320,520,,,,,,PASVA Y24 IKOGA M626 EKAVO
SEJ087,A320,VIDP,VTBS,2025-12-23 15:35,370,465,,RW01,,WILA1D,R01,BETNO P646 TARED
THA471,A359,VTBS,YSSY,2025-12-23 15:35,370,480,RW02R,,BUT1H,,,BUT M904 TIDAR
TLM210,B738,VTBD,VOCI,2025-12-23 15:35,360,460,RW21L,,PAST3C,,,PASTO L301 TANEK
TLM930,B738,VTBD,ZUCK,2025-12-23 15:35,330,455,RW21L,,NOBE4C,,,NOBER B346 YAKUA
AIC2361,A21N,RPLL,VIDP,2025-12-23 15:40,340,460,,,,,,PAK B202 UBL G473 MAKAS
AIQ3426,A20N,VTCC,VTBD,2025-12-23 15:40,350,445,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AIQ120,A320,VTBD,VECC,2025-12-23 15:45,320,470,RW21L,,TARE3C,,,TARED P646 BETNO
AIQ3113,A320,VTSS,VTBD,2025-12-23 15:45,380,460,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ3357,A320,VTUD,VTBD,2025-12-23 15:45,300,450,RW12,RW21R,ANPU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
AMU991,A321,VTBS,VMMC,2025-12-23 15:45,330,470,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CEB931,A21N,RPLL,VTBS,2025-12-23 15:45,380,440,,RW01,,TUMG1D,R01,TUPGO M633 DULEM DCT GOMES
CRK759,A320,VHHH,VTBS,2025-12-23 15:45,340,435,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
DLH769,A359,WSSS,EDDM,2025-12-23 15:45,360,520,,,,,,DUBAX R325 PUT L759 TAVUN
FDB1482,B38M,VTSG,OMDB,2025-12-23 15:45,300,470,RW14,,PUT2F,,,EMRIT Y99 PUT R325 IKULA
HGB2296,B39M,VTBS,VHHH,2025-12-23 15:45,390,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
JAL727,B788,RJBB,VTBS,2025-12-23 15:45,400,455,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
SIA378,B38M,WSSS,LIMC,2025-12-23 15:45,360,520,,,,,,PASVA A334 HTY W14 PUT L759 TAVUN
AIQ4103,A320,VTCC,VTBS,2025-12-23 15:50,370,450,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
KLM810,B789,WMKK,EHAM,2025-12-23 15:50,340,510,,,,,,DUBAX R325 PUT L759 TAVUN
QTR929,B77W,RPLL,OTHH,2025-12-23 15:50,320,500,,,,,,TUPGO M633 TANEK
SIA516,B38M,WSSS,VECC,2025-12-23 15:50,340,470,,,,,,DUBAX R325 PUT L515 IKULA
AAR748,A333,VTSP,RKSI,2025-12-23 15:55,390,465,RW09,,ONET1A,,,ONETI R575 SAKDA
ABL726,A21N,VTBS,RKPK,2025-12-23 15:55,330,470,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
APZ602,B789,VTBS,RKSI,2025-12-23 15:55,370,505,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
DLH781,A359,WSSS,EDDF,2025-12-23 15:55,300,510,,,,,,PASVA A334 HTY W14 PUT L759 TAVUN
ETH645,A359,VHHH,HAAB,2025-12-23 15:55,360,490,,,,,,BUTRA A1 UBL Y20 BKK M502 AKATO
SIA26,B38M,WSSS,EDDF,2025-12-23 15:55,300,530,,,,,,PASVA A334 HTY W14 PUT L759 TAVUN
SIA312,B38M,WSSS,EGKK,2025-12-23 15:55,360,515,,,,,,PASVA A334 HTY W14 PUT L759 TAVUN
TGW615,E290,VTBS,WSSS,2025-12-23 15:55,370,445,RW02R,,BUT1H,,,BUT Y11 PASVA
XAX327,A333,ZUTF,WMKK,2025-12-23 15:55,410,460,,,,,,VTN R470 UDN W21 BKK M904 BUT Y11 PASVA
AIQ3206,A21N,VTCT,VTBD,2025-12-23 16:00,370,455,RW21,RW21R,DUBE1B,NAKO3A,R21R,DUBEN Y28 BLAFF DCT NAKON
LKY04,C130,VTUW,VTBD,2025-12-23 16:00,240,300,RW15,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
MAS119,B38M,VIAR,WMKK,2025-12-23 16:00,310,470,,,,,,TAVUN L759 PUT B579 DALAN
TVJ2107,A321,VTCC,VTBS,2025-12-23 16:00,330,475,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
UAE335,B77W,RPLL,OMDB,2025-12-23 16:00,340,480,,,,,,TUPGO M633 MUBUS P629 BKK L301 TANEK
AMU9990,A321,VMMC,VTBS,2025-12-23 16:05,300,465,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CCA476,A320,WIII,ZUTF,2025-12-23 16:05,350,455,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
CCA824,B738,VTCC,ZBAA,2025-12-23 16:05,330,470,RW36,,ADLU2N,,,ADLUS A581 PONUK
CES2077,A320,ZGGG,VTBS,2025-12-23 16:05,300,445,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSH858,B38M,VTSP,ZSPD,2025-12-23 16:05,330,465,RW09,,EMRI1A,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
ESR918,B38M,VTCC,RKPK,2025-12-23 16:05,290,490,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
REU885,B77W,FMEE,VTBS,2025-12-23 16:05,370,480,,RW01,,LEBI1D,R01,RUSET P627 PUT Y99 NONEL Y98 LEBIM
SWR177,B77W,WSSS,LSZH,2025-12-23 16:05,320,505,,,,,,PASVA Y24 IKOGA M626 EKAVO
AIQ3016,A320,VTSP,VTBD,2025-12-23 16:10,370,450,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
CCA867,A359,ZGSZ,FAOR,2025-12-23 16:10,380,485,,,,,,SAV A202 RAMEI Y20 BKK L301 TANEK
IGO1090,A21N,VTSP,VABB,2025-12-23 16:10,320,475,RW09,,UBNE1A,,,UBNEN L645 SAPAM
THA658,A359,VTBS,RKSI,2025-12-23 16:10,410,505,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CEB864,A21N,VTBD,RPLL,2025-12-23 16:15,330,475,RW21L,,GORS3C,,,GORSI N506 GOMES B204 AGEDO
CSH847,B738,ZSPD,VTBS,2025-12-23 16:15,340,445,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSZ305,A20N,ZGSZ,VTBS,2025-12-23 16:15,280,445,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
JNA002,B738,VTBS,RKSI,2025-12-23 16:15,330,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
JST18,B788,VTSP,YMML,2025-12-23 16:15,390,465,RW09,,REBE1A,,,REBED B579 DALAN
KAL652,B77W,VTBS,RKSI,2025-12-23 16:15,370,505,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
SIA324,B77W,WSSS,EHAM,2025-12-23 16:15,340,510,,,,,,PASVA A334 HTY W14 PUT L515 IKULA
SIA336,B38M,WSSS,LFPG,2025-12-23 16:15,300,515,,,,,,DALAN B579 PUT L759 TAVUN
SIA403,B77W,VIDP,WSSS,2025-12-23 16:15,410,475,,,,,,EKAVO M626 IKOGA Y24 PASVA
THY69,B789,VTBS,LTFM,2025-12-23 16:15,320,490,RW02R,,TARE1H,,,TARED P646 BETNO
UBG307,A333,VGHS,WSSS,2025-12-23 16:15,370,450,,,,,,EKAVO M626 IKOGA Y24 PASVA
CSC3994,A21N,WMKK,ZUTF,2025-12-23 16:20,340,465,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
ANA877,B788,RJTT,VTBS,2025-12-23 16:25,380,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
DKH1370,A320,VTSP,ZSPD,2025-12-23 16:25,330,475,RW09,,EMRI1A,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
SIA328,B38M,WSSS,EDDM,2025-12-23 16:25,360,515,,,,,,DUBAX R325 PUT L759 TAVUN
SIA352,A359,WSSS,EKCH,2025-12-23 16:25,300,525,,,,,,PASVA A334 HTY W14 PUT L515 IKULA
THA331,A320,VTBS,VIDP,2025-12-23 16:25,400,475,RW02R,,TARE1H,,,TARED P646 BETNO
CPA749,A359,VHHH,FAOR,2025-12-23 16:30,340,505,,,,,,SAKDA R575 SAKDA
DLH773,A359,VTBS,EDDM,2025-12-23 16:30,280,490,RW02R,,PAST1H,,,PASTO L301 TANEK
MMA235,A319,VYYY,WSSS,2025-12-23 16:30,370,445,,,,,,EKAVO M626 IKOGA DCT PASVA
MXD136,B38M,OPKC,WMKK,2025-12-23 16:30,370,450,,,,,,TAVUN L759 PUT B579 DALAN
THA339,A320,VTBS,VGHS,2025-12-23 16:30,320,480,RW02R,,TARE1H,,,TARED G463 BETNO
RNA415,A320,VNKT,WMKK,2025-12-23 16:35,350,460,,,,,,EKAVO M626 VALSI M757 KARMI
THA313,A320,VTBS,VECC,2025-12-23 16:35,340,465,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
KAL678,B789,VTSP,RKSI,2025-12-23 16:40,370,500,RW09,,ONET1A,,,ONETI R575 SAKDA
QTR830,B77W,OTHH,VTBS,2025-12-23 16:40,390,480,,RW01,,WILA1D,R01,NURDA L524 IBETO
THA920,B77W,VTBS,EDDF,2025-12-23 16:40,320,500,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
TLM240,B738,VTBD,VOMM,2025-12-23 16:40,340,460,RW21L,,PAST3C,,,PASTO L301 TANEK
CSC3774,A21N,WMKK,ZUCK,2025-12-23 16:45,330,465,,,,,,RIGTO M769 BKK B346 YAKUA
TZP52,B788,VTBS,RJAA,2025-12-23 16:45,410,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
AUA8,B772,VTBS,LOWW,2025-12-23 16:50,320,510,RW02R,,TARE1H,,,TARED P646 BETNO
CFG2363,A339,VTBS,EDDF,2025-12-23 16:50,270,465,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
ETD408,A21N,OMAA,VTBS,2025-12-23 16:50,390,485,,RW01,,WILA1D,R01,NURDA L524 IBETO
PAL733,A321,VTBS,RPLL,2025-12-23 16:50,330,475,RW02R,,GOME1S,,,GOMES B204 AGEDO
TAX600,A333,VTBD,RJAA,2025-12-23 16:50,370,485,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
TVJ2309,B38M,VTSP,VTBS,2025-12-23 16:50,330,480,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
UAE371,B77W,VDSA,VTBS,2025-12-23 16:50,300,450,,RW01,,TUMG1D,R01,BOKAK B205 OLDIR P629 NUGPA
UAE397,B77W,VTSP,OMDB,2025-12-23 16:50,300,485,RW09,,UBNE1A,,,UBNEN L645 SAPAM
AAR742,A359,VTBS,RKSI,2025-12-23 16:55,330,470,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
ELY082,B789,VTBS,LLBG,2025-12-23 16:55,320,495,RW02R,,PAST1H,,,PASTO L301 TANEK
HVN11,A359,VVTS,LFPG,2025-12-23 16:55,360,495,,,,,,VAPVU P629 VAPVU
MAS197,B38M,VGHS,WMKK,2025-12-23 16:55,370,450,,,,,,EKAVO M626 IKOGA Y24 PASVA
QTR1841,B77W,VTSP,OTHH,2025-12-23 16:55,340,495,RW09,,UBNE1A,,,UBNEN L645 SAPAM
THA642,A359,VTBS,RJAA,2025-12-23 16:55,410,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THA670,B789,VTBS,RJCC,2025-12-23 16:55,410,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
TVJ3681,B38M,ZUTF,VTBS,2025-12-23 16:55,340,455,,RW01,,NORT1D,R01,VTN R474 CMP W21 NOBER
UAE393,A359,VVTS,OMDB,2025-12-23 16:55,360,480,,,,,,VAPVU P629 BKK
THA622,A333,VTBS,RJBB,2025-12-23 16:59,330,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THA682,B789,VTBS,RJTT,2025-12-23 16:59,330,505,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
MMA390,A320,VYYY,VTBS,2025-12-23 17:00,330,490,,RW01,,WILA1D,R01,BETNO G463 TARED
QTR974,B77W,OTHH,VVTS,2025-12-23 17:00,390,490,,,,,,NURDA L524 BKK N506 BOKAK
CSH832,B738,VTSP,ZSPD,2025-12-23 17:05,350,465,RW09,,EMRI1A,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
THA930,B77W,VTBS,LFPG,2025-12-23 17:05,300,505,RW02R,,VANK1H,,,VANKO Y8 PUT L645 SAPAM
THA950,B77W,VTBS,EKCH,2025-12-23 17:05,320,500,RW02R,,TARE1H,,,TARED P646 BETNO
THA954,A359,VTBS,ENGM,2025-12-23 17:05,380,480,RW02R,,TARE1H,,,TARED P646 BETNO
THA960,A359,VTBS,ESSA,2025-12-23 17:05,360,490,RW02R,,TARE1H,,,TARED P646 BETNO
AJX2,A320,VTBS,RJAA,2025-12-23 17:10,370,520,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CSC3920,A20N,WSSS,ZUTF,2025-12-23 17:10,350,465,,,,,,GOLUD M751 BKK Y27 IKISU W22 CTR A581 PONUK
SIA306,B38M,WSSS,EGLL,2025-12-23 17:10,300,515,,,,,,PASVA Y24 IKOGA M626 EKAVO
BOX532,B77L,VTBS,VHHH,2025-12-23 17:15,370,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
ETD410,B78X,OMAA,VTSP,2025-12-23 17:15,390,485,,RW09,,UBNE1C,,SAPAM L645 UBNEN
JST72,A21N,VTSP,YPPH,2025-12-23 17:15,330,465,RW09,,REBE1A,,,REBED B579 DALAN
KAL684,B77W,VTCC,RKSI,2025-12-23 17:15,370,505,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
SIA441,B38M,VNKT,WSSS,2025-12-23 17:15,370,440,,,,,,DALAN B579 VPL
AWQ259,A320,VTBD,WIII,2025-12-23 17:20,350,455,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
MXD206,B738,VIDP,WMKK,2025-12-23 17:20,330,465,,,,,,EKAVO M626 IKOGA DCT PASVA
QTR842,B77W,OTHH,VTSP,2025-12-23 17:20,370,480,,RW09,,UBNE1C,,SAPAM L645 UBNEN
THA910,B77W,VTBS,EGLL,2025-12-23 17:20,300,510,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
ETD415,A21N,VTSP,OMAA,2025-12-23 17:25,320,470,RW09,,UBNE1A,,,UBNEN L645 SAPAM
HVN31,A321,VVTS,EDDF,2025-12-23 17:25,340,500,,,,,,BOKAK N506 BKK L507 LUDVI
THA644,B788,VTBS,RJGG,2025-12-23 17:25,410,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
AIC2380,A21N,VIDP,WSSS,2025-12-23 17:30,390,480,,,,,,EKAVO M626 IKOGA Y24 PASVA
AIQ141,A20N,VCBI,VTBD,2025-12-23 17:30,330,450,,RW21R,,WEHA3A,R21R,PUMOR L877 MIGAR L524 IBETO
DRK621,A20N,WMKP,VTBS,2025-12-23 17:30,380,460,,RW01,,LEBI1D,R01,RIGTO M769 LEBIM
THA656,A359,VTBS,RKSI,2025-12-23 17:30,410,505,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THA900,A359,VTBS,LTFM,2025-12-23 17:30,380,485,RW02R,,TARE1H,,,TARED P646 BETNO
THA934,B789,VTBS,EBBR,2025-12-23 17:30,360,490,RW02R,,TARE1H,,,TARED P646 BETNO
MAS115,B38M,VNKT,WMKK,2025-12-23 17:35,330,470,,,,,,EKAVO M626 VALSI M757 KARMI
QTR1850,B77W,OTHH,VTSP,2025-12-23 17:35,410,485,,RW09,,UBNE1C,,SAPAM L645 UBNEN
TGW135,A20N,ZLXY,WSSS,2025-12-23 17:35,360,465,,,,,,YAKUA B346 BKK M904 PIDEL Y11 PASVA
THA940,A359,VTBS,LIMC,2025-12-23 17:35,340,495,RW02R,,TARE1H,,,TARED P646 BETNO
THA970,B77W,VTBS,LSZH,2025-12-23 17:35,320,500,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
JJA2552,B738,VTBS,RKPK,2025-12-23 17:40,370,465,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
KLM836,B77W,WSSS,EHAM,2025-12-23 17:40,300,515,,,,,,PASVA A334 HTY W14 PUT L515 IKULA
MXD165,B738,VGHS,WMKK,2025-12-23 17:40,250,440,,,,,,EKAVO M626 IKOGA Y24 PASVA
TVJ822,B38M,VTCC,RJBB,2025-12-23 17:40,330,470,RW36,,ADLU2N,,,ADLUS A581 PONUK
JJA2516,B38M,VTCC,RKSI,2025-12-23 17:45,330,495,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
THA346,B77W,OPLA,VTBS,2025-12-23 17:45,370,495,,RW01,,WILA1D,R01,BETNO P646 TARED
XAX809,A333,ZUCK,WMKK,2025-12-23 17:45,390,465,,,,,,YAKUA B346 BKK M757 KARMI
JNA022,B738,VTBS,RKPK,2025-12-23 17:50,330,480,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
SIA392,B38M,WSSS,LTFM,2025-12-23 17:50,340,515,,,,,,DUBAX R325 PUT L759 TAVUN
TVJ810,B38M,VTBS,RJFF,2025-12-23 17:50,330,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
ABY821,A20N,OMSJ,VTBS,2025-12-23 17:55,310,455,,RW01,,WILA1D,R01,BETNO G463 TARED
ETD402,A35K,OMAA,VTBS,2025-12-23 17:55,370,485,,RW01,,WILA1D,R01,NURDA L524 IBETO
KAL654,B77W,VTBS,RKSI,2025-12-23 17:55,370,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
SIA366,B38M,WSSS,LIRF,2025-12-23 17:55,360,515,,,,,,PASVA Y24 IKOGA M626 EKAVO
SIA447,B78X,VGHS,WSSS,2025-12-23 17:55,330,510,,,,,,EKAVO M626 IKOGA Y24 PASVA
TAX612,A333,VTBD,RJBB,2025-12-23 17:55,370,495,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
AIQ171,A20N,VOCI,VTBD,2025-12-23 18:00,330,465,,RW21R,,WEHA3A,R21R,PUMOR L877 MIGAR L524 IBETO
ALK881,A20N,ZGGG,VCBI,2025-12-23 18:00,360,455,,,,,,SAV A202 RAMEI Y20 BKK L301 TANEK
JJA2504,B38M,VTBS,RKSI,2025-12-23 18:00,330,470,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
KQA887,B788,VTBS,HKJK,2025-12-23 18:00,320,505,RW02R,,PAST1H,,,PASTO L301 TANEK
MXD181,B738,VNKT,WMKK,2025-12-23 18:00,330,470,,,,,,EKAVO M626 VALSI M757 KARMI
THA648,B788,VTBS,RJFF,2025-12-23 18:00,330,485,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CES2072,B738,VTBS,ZBAD,2025-12-23 18:05,330,475,RW02R,,ALBO1H,,,ALBOS R474 VTN
CHH7996,B38M,VTBS,ZBAA,2025-12-23 18:05,350,475,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
HVN976,B789,VIDP,VVTS,2025-12-23 18:05,410,480,,,,,,LUDVI L507 BKK N506 BOKAK
OMA817,B789,OOMS,VTBS,2025-12-23 18:05,390,480,,RW01,,WILA1D,R01,PUMOR L877 MIGAR L524 IBETO
UAE385,A388,VTBS,OMDB,2025-12-23 18:05,320,505,RW02R,,PAST1H,,,PASTO L301 TANEK
VJC1804,A21N,VOHS,VVTS,2025-12-23 18:05,330,460,,,,,,TANEK L301 BKK N506 BOKAK
APJ92,A21N,VTBS,RJBB,2025-12-23 18:10,330,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CSC3938,A21N,VTBS,ZUTF,2025-12-23 18:10,330,450,RW02R,,UGUV1H,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
IRM051,A343,OIIE,VTBS,2025-12-23 18:10,350,495,,RW01,,WILA1D,R01,BETNO G463 TARED
JAL728,B788,VTBS,RJBB,2025-12-23 18:10,410,505,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
SIA842,B78X,WSSS,ZUTF,2025-12-23 18:10,370,465,,,,,,GOLUD M751 BKK Y27 IKISU W22 CTR A581 PONUK
THA662,B772,VTBS,ZSPD,2025-12-23 18:10,390,495,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AIQ142,A320,VTBD,VCBI,2025-12-23 18:15,320,480,RW21L,,PAST3C,,,PASTO L301 TANEK
AIQ154,A320,VOMM,VTBD,2025-12-23 18:15,370,455,,RW21R,,WEHA3A,R21R,PUMOR L877 MIGAR L524 IBETO
CQH8756,A21N,VTBS,ZSPD,2025-12-23 18:15,330,475,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
SIA346,B38M,WSSS,LSZH,2025-12-23 18:20,300,515,,,,,,PASVA Y24 IKOGA M626 EKAVO
AXM104,A320,ZPPP,WMKK,2025-12-23 18:30,370,450,,,,,,YAKUA B346 BKK M904 PIDEL Y11 PASVA
BBC387,B738,WMKK,VGHS,2025-12-23 18:30,360,465,,,,,,RIGTO M769 SORTO M626 EKAVO
CCA980,B38M,VTBS,ZBAA,2025-12-23 18:30,390,470,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
CEB5958,A21N,RPVM,VTBD,2025-12-23 18:30,340,450,,RW21R,,SEHN3A,R21R,TUPGO M633 DULEM
TWB102,A320,VTBS,RKSI,2025-12-23 18:30,370,490,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
ETH629,B77L,VTBS,HAAB,2025-12-23 18:35,360,490,RW02R,,PAST1H,,,PASTO L301 TANEK
MXD671,B738,ZPPP,WMKK,2025-12-23 18:35,360,465,,,,,,YAKUA B346 BKK M904 PIDEL Y11 PASVA
SIA819,B38M,ZUCK,WSSS,2025-12-23 18:35,370,450,,,,,,YAKUA B346 BKK M904 BUT Y11 PASVA
THA342,A359,OPKC,VTBS,2025-12-23 18:35,410,475,,RW01,,WILA1D,R01,BETNO P646 TARED
TVJ3525,B38M,ZSPD,VTBS,2025-12-23 18:35,340,460,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
UAE374,B77W,OMDB,VTBS,2025-12-23 18:35,410,500,,RW01,,WILA1D,R01,NURDA L524 IBETO
AIQ138,A320,VOBL,VTBD,2025-12-23 18:40,350,460,,RW21R,,WEHA3A,R21R,PUMOR L877 MIGAR L524 IBETO
AIQ242,A320,VTCC,RCTP,2025-12-23 18:40,370,485,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
CES9648,B789,WSSS,ZPPP,2025-12-23 18:40,350,455,,,,,,ABTOK M644 RYN N891 BKK Y27 IKISU W22 CTR A581 PONUK
HGB296,B39M,VTBS,VHHH,2025-12-23 18:40,390,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
MAS185,B38M,VECC,WMKK,2025-12-23 18:40,350,465,,,,,,IKULA L515 PUT R325 DUBAX
THA310,A320,VNKT,VTBS,2025-12-23 18:40,370,480,,RW01,,WILA1D,R01,LUDVI L507 IGONI
CXA844,B738,VTBS,ZSAM,2025-12-23 18:45,330,465,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
KMI804,B734,VTBS,WSSS,2025-12-23 18:45,330,445,RW02R,,BUT1H,,,BUT Y11 PASVA
